feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	YEAST-CENPK-LOWGROWTH
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3897	CENPK1137D_3897		Prr2p	YDL214C	CM001525.1	73112	75211	-	reference GFF: annotation.gff	YDL214C (CENPK1137D_3897) — Prr2p	122.00652862096304
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3898	CENPK1137D_3898		Sed1p	YDR077W	CM001525.1	599804	600820	+	reference GFF: annotation.gff	YDR077W (CENPK1137D_3898) — Sed1p	7785.588232765058
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3899	CENPK1137D_3899		Shu2p	YDR078C	CM001525.1	601209	601880	-	reference GFF: annotation.gff	YDR078C (CENPK1137D_3899) — Shu2p	81.17908393807237
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3900	CENPK1137D_3900		Pet100p	YDR079W	CM001525.1	602075	602410	+	reference GFF: annotation.gff	YDR079W (CENPK1137D_3900) — Pet100p	153.59333104992612
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3901	CENPK1137D_3901		Tfb5p	YDR079C-A	CM001525.1	602604	602822	-	reference GFF: annotation.gff	YDR079C-A (CENPK1137D_3901) — Tfb5p	137.03562234234028
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3902	CENPK1137D_3902		Vps41p	YDR080W	CM001525.1	603019	605997	+	reference GFF: annotation.gff	YDR080W (CENPK1137D_3902) — Vps41p	22.360778744297225
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3903	CENPK1137D_3903		Pdc2p	YDR081C	CM001525.1	606349	609126	-	reference GFF: annotation.gff	YDR081C (CENPK1137D_3903) — Pdc2p	25.038785116224222
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3904	CENPK1137D_3904		Stn1p	YDR082W	CM001525.1	609486	610970	+	reference GFF: annotation.gff	YDR082W (CENPK1137D_3904) — Stn1p	36.26340569716305
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3905	CENPK1137D_3905		Rrp8p	YDR083W	CM001525.1	611118	612296	+	reference GFF: annotation.gff	YDR083W (CENPK1137D_3905) — Rrp8p	38.776411268495565
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3906	CENPK1137D_3906		Tvp23p	YDR084C	CM001525.1	612450	613049	-	reference GFF: annotation.gff	YDR084C (CENPK1137D_3906) — Tvp23p	98.16617245364843
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3907	CENPK1137D_3907		Afr1p	YDR085C	CM001525.1	613333	615195	-	reference GFF: annotation.gff	YDR085C (CENPK1137D_3907) — Afr1p	86.94266481402035
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3908	CENPK1137D_3908		Hxt15p	YDL245C	CM001525.1	10605	12308	-	reference GFF: annotation.gff	YDL245C (CENPK1137D_3908) — Hxt15p	4.52644155344623
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3909	CENPK1137D_3909		Nop6p	YDL213C	CM001525.1	75955	76632	-	reference GFF: annotation.gff	YDL213C (CENPK1137D_3909) — Nop6p	132.9979959707036
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3910	CENPK1137D_3910		Sss1p	YDR086C	CM001525.1	615973	616215	-	reference GFF: annotation.gff	YDR086C (CENPK1137D_3910) — Sss1p	629.0483713961011
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3911	CENPK1137D_3911		Rrp1p	YDR087C	CM001525.1	616510	617346	-	reference GFF: annotation.gff	YDR087C (CENPK1137D_3911) — Rrp1p	72.21304032688595
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3912	CENPK1137D_3912		Slu7p	YDR088C	CM001525.1	617538	618686	-	reference GFF: annotation.gff	YDR088C (CENPK1137D_3912) — Slu7p	35.27293775842894
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3913	CENPK1137D_3913		hypothetical protein	YDR089W	CM001525.1	621151	623760	+	reference GFF: annotation.gff	YDR089W (CENPK1137D_3913) — hypothetical protein	18.053548956992813
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3914	CENPK1137D_3914		hypothetical protein	YDR090C	CM001525.1	624105	625037	-	reference GFF: annotation.gff	YDR090C (CENPK1137D_3914) — hypothetical protein	71.84723692060014
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3915	CENPK1137D_3915		Rli1p	YDR091C	CM001525.1	625747	627607	-	reference GFF: annotation.gff	YDR091C (CENPK1137D_3915) — Rli1p	82.43938947132216
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3916	CENPK1137D_3916		Ubc13p	YDR092W	CM001525.1	628813	629542	+	reference GFF: annotation.gff	YDR092W (CENPK1137D_3916) — Ubc13p	202.86394933669814
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3917	CENPK1137D_3917		Dnf2p	YDR093W	CM001525.1	630482	635128	+	reference GFF: annotation.gff	YDR093W (CENPK1137D_3917) — Dnf2p	14.274216720641796
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3918	CENPK1137D_3918		Gis1p	YDR096W	CM001525.1	636146	638830	+	reference GFF: annotation.gff	YDR096W (CENPK1137D_3918) — Gis1p	44.34321916102555
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3919	CENPK1137D_3919		Msh6p	YDR097C	CM001525.1	639115	642843	-	reference GFF: annotation.gff	YDR097C (CENPK1137D_3919) — Msh6p	29.709717748297994
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3920	CENPK1137D_3920		Shr3p	YDL212W	CM001525.1	77092	77724	+	reference GFF: annotation.gff	YDL212W (CENPK1137D_3920) — Shr3p	395.8992330730529
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3921	CENPK1137D_3921		Grx3p	YDR098C	CM001525.1	643185	643937	-	reference GFF: annotation.gff	YDR098C (CENPK1137D_3921) — Grx3p	119.37870715763354
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3922	CENPK1137D_3922		Bmh2p	YDR099W	CM001525.1	646344	647162	+	reference GFF: annotation.gff	YDR099W (CENPK1137D_3922) — Bmh2p	1060.256305307851
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3923	CENPK1137D_3923		Tvp15p	YDR100W	CM001525.1	647742	648173	+	reference GFF: annotation.gff	YDR100W (CENPK1137D_3923) — Tvp15p	205.16210645074673
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3924	CENPK1137D_3924		Arx1p	YDR101C	CM001525.1	648415	650196	-	reference GFF: annotation.gff	YDR101C (CENPK1137D_3924) — Arx1p	54.300672593408216
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3925	CENPK1137D_3925		Ste5p	YDR103W	CM001525.1	651111	653864	+	reference GFF: annotation.gff	YDR103W (CENPK1137D_3925) — Ste5p	24.442246487058434
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3926	CENPK1137D_3926		Spo71p	YDR104C	CM001525.1	653934	657671	-	reference GFF: annotation.gff	YDR104C (CENPK1137D_3926) — Spo71p	20.78424655634076
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3927	CENPK1137D_3927		Tms1p	YDR105C	CM001525.1	658108	659529	-	reference GFF: annotation.gff	YDR105C (CENPK1137D_3927) — Tms1p	96.45018752227061
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3928	CENPK1137D_3928		Arp10p	YDR106W	CM001525.1	659763	660617	+	reference GFF: annotation.gff	YDR106W (CENPK1137D_3928) — Arp10p	9.349159281299851
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3929	CENPK1137D_3929		Tmn2p	YDR107C	CM001525.1	661427	663445	-	reference GFF: annotation.gff	YDR107C (CENPK1137D_3929) — Tmn2p	15.142026176250873
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3930	CENPK1137D_3930		Trs85p	YDR108W	CM001525.1	663705	665777	+	reference GFF: annotation.gff	YDR108W (CENPK1137D_3930) — Trs85p	23.542021923967788
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3931	CENPK1137D_3931		hypothetical protein	YDL211C	CM001525.1	77960	79078	-	reference GFF: annotation.gff	YDL211C (CENPK1137D_3931) — hypothetical protein	12.783032797487731
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3932	CENPK1137D_3932		hypothetical protein	YDR109C	CM001525.1	665932	668052	-	reference GFF: annotation.gff	YDR109C (CENPK1137D_3932) — hypothetical protein	42.97704054345758
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3933	CENPK1137D_3933		Fob1p	YDR110W	CM001525.1	668514	670214	+	reference GFF: annotation.gff	YDR110W (CENPK1137D_3933) — Fob1p	32.730301893086775
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3934	CENPK1137D_3934		Alt2p	YDR111C	CM001525.1	670682	672205	-	reference GFF: annotation.gff	YDR111C (CENPK1137D_3934) — Alt2p	71.7750417265146
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3935	CENPK1137D_3935		Pds1p	YDR113C	CM001525.1	672936	674057	-	reference GFF: annotation.gff	YDR113C (CENPK1137D_3935) — Pds1p	58.49473988834665
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3936	CENPK1137D_3936		hypothetical protein	YDR115W	CM001525.1	674615	674932	+	reference GFF: annotation.gff	YDR115W (CENPK1137D_3936) — hypothetical protein	244.31293593585457
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3937	CENPK1137D_3937		Mrpl1p	YDR116C	CM001525.1	675166	676023	-	reference GFF: annotation.gff	YDR116C (CENPK1137D_3937) — Mrpl1p	89.89576232019085
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3938	CENPK1137D_3938		Tma64p	YDR117C	CM001525.1	676389	678086	-	reference GFF: annotation.gff	YDR117C (CENPK1137D_3938) — Tma64p	27.172026533106454
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3939	CENPK1137D_3939		Apc4p	YDR118W	CM001525.1	678325	680283	+	reference GFF: annotation.gff	YDR118W (CENPK1137D_3939) — Apc4p	21.261104950582357
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3940	CENPK1137D_3940		Vba4p	YDR119W	CM001525.1	680671	682977	+	reference GFF: annotation.gff	YDR119W (CENPK1137D_3940) — Vba4p	40.727807012164504
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3941	CENPK1137D_3941		hypothetical protein	YDR119W-A	CM001525.1	683458	683658	+	reference GFF: annotation.gff	YDR119W-A (CENPK1137D_3941) — hypothetical protein	2728.698652922665
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3942	CENPK1137D_3942		Uga4p	YDL210W	CM001525.1	82936	84651	+	reference GFF: annotation.gff	YDL210W (CENPK1137D_3942) — Uga4p	9.888533855220995
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3943	CENPK1137D_3943		Trm1p	YDR120C	CM001525.1	683999	685711	-	reference GFF: annotation.gff	YDR120C (CENPK1137D_3943) — Trm1p	59.51697721107698
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3944	CENPK1137D_3944		Dpb4p	YDR121W	CM001525.1	686033	686626	+	reference GFF: annotation.gff	YDR121W (CENPK1137D_3944) — Dpb4p	69.17433508638526
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3945	CENPK1137D_3945		Kin1p	YDR122W	CM001525.1	687153	690350	+	reference GFF: annotation.gff	YDR122W (CENPK1137D_3945) — Kin1p	50.86784599581532
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3946	CENPK1137D_3946		Ino2p	YDR123C	CM001525.1	691010	691924	-	reference GFF: annotation.gff	YDR123C (CENPK1137D_3946) — Ino2p	59.16025381281544
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3947	CENPK1137D_3947		hypothetical protein	YDR124W	CM001525.1	692771	693730	+	reference GFF: annotation.gff	YDR124W (CENPK1137D_3947) — hypothetical protein	5.843224550812407
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3948	CENPK1137D_3948		Ecm18p	YDR125C	CM001525.1	693837	695198	-	reference GFF: annotation.gff	YDR125C (CENPK1137D_3948) — Ecm18p	19.5632187604292
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3949	CENPK1137D_3949		hypothetical protein		CM001525.1	695625	695777	+	reference GFF: annotation.gff	CENPK1137D_3949 — hypothetical protein	35.74678548732296
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3950	CENPK1137D_3950		Swf1p	YDR126W	CM001525.1	695884	696684	+	reference GFF: annotation.gff	YDR126W (CENPK1137D_3950) — Swf1p	37.64174617002748
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3951	CENPK1137D_3951		Aro1p	YDR127W	CM001525.1	696925	701691	+	reference GFF: annotation.gff	YDR127W (CENPK1137D_3951) — Aro1p	60.24883010730677
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3952	CENPK1137D_3952		Mtc5p	YDR128W	CM001525.1	701990	705436	+	reference GFF: annotation.gff	YDR128W (CENPK1137D_3952) — Mtc5p	21.88793600234691
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3953	CENPK1137D_3953		Cwc2p	YDL209C	CM001525.1	84873	85892	-	reference GFF: annotation.gff	YDL209C (CENPK1137D_3953) — Cwc2p	38.084075307647915
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3954	CENPK1137D_3954		Sac6p	YDR129C	CM001525.1	705781	707820	-	reference GFF: annotation.gff	YDR129C (CENPK1137D_3954) — Sac6p	146.08061377031018
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3955	CENPK1137D_3955		Fin1p	YDR130C	CM001525.1	708188	709063	-	reference GFF: annotation.gff	YDR130C (CENPK1137D_3955) — Fin1p	44.50455959248901
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3956	CENPK1137D_3956		hypothetical protein	YDR131C	CM001525.1	709231	710901	-	reference GFF: annotation.gff	YDR131C (CENPK1137D_3956) — hypothetical protein	26.10043569554985
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3957	CENPK1137D_3957		hypothetical protein	YDR132C	CM001525.1	711252	712739	-	reference GFF: annotation.gff	YDR132C (CENPK1137D_3957) — hypothetical protein	28.650649410435026
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3958	CENPK1137D_3958		Ccw12p	YLR110C	CM001525.1	713507	713917	-	reference GFF: annotation.gff	YLR110C (CENPK1137D_3958) — Ccw12p	1568.202045870588
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3959	CENPK1137D_3959		Ycf1p	YDR135C	CM001525.1	715441	719988	-	reference GFF: annotation.gff	YDR135C (CENPK1137D_3959) — Ycf1p	40.085445467314656
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3960	CENPK1137D_3960		Rgp1p	YDR137W	CM001525.1	720697	722688	+	reference GFF: annotation.gff	YDR137W (CENPK1137D_3960) — Rgp1p	35.692949967010726
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3961	CENPK1137D_3961		Hpr1p	YDR138W	CM001525.1	723016	725274	+	reference GFF: annotation.gff	YDR138W (CENPK1137D_3961) — Hpr1p	18.996299734912046
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3962	CENPK1137D_3962		Rub1p	YDR139C	CM001525.1	726056	726362	-	reference GFF: annotation.gff	YDR139C (CENPK1137D_3962) — Rub1p	214.69567730672293
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3963	CENPK1137D_3963		Mtq2p	YDR140W	CM001525.1	726576	727241	+	reference GFF: annotation.gff	YDR140W (CENPK1137D_3963) — Mtq2p	69.48699465830968
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3964	CENPK1137D_3964		Nhp2p	YDL208W	CM001525.1	86178	86648	+	reference GFF: annotation.gff	YDL208W (CENPK1137D_3964) — Nhp2p	269.1605092450658
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3965	CENPK1137D_3965		Dop1p	YDR141C	CM001525.1	727339	732435	-	reference GFF: annotation.gff	YDR141C (CENPK1137D_3965) — Dop1p	16.728336795262827
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3966	CENPK1137D_3966		Pex7p	YDR142C	CM001525.1	732911	734038	-	reference GFF: annotation.gff	YDR142C (CENPK1137D_3966) — Pex7p	65.02141361861466
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3967	CENPK1137D_3967		San1p	YDR143C	CM001525.1	734480	736312	-	reference GFF: annotation.gff	YDR143C (CENPK1137D_3967) — San1p	42.15537450078738
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3968	CENPK1137D_3968		Mkc7p	YDR144C	CM001525.1	736749	738539	-	reference GFF: annotation.gff	YDR144C (CENPK1137D_3968) — Mkc7p	10.022549313286271
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3969	CENPK1137D_3969		Taf12p	YDR145W	CM001525.1	739175	740809	+	reference GFF: annotation.gff	YDR145W (CENPK1137D_3969) — Taf12p	103.61270102578182
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3970	CENPK1137D_3970		Swi5p	YDR146C	CM001525.1	741063	743192	-	reference GFF: annotation.gff	YDR146C (CENPK1137D_3970) — Swi5p	28.771708492450948
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3971	CENPK1137D_3971		Eki1p	YDR147W	CM001525.1	744081	745685	+	reference GFF: annotation.gff	YDR147W (CENPK1137D_3971) — Eki1p	26.73684803810985
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3972	CENPK1137D_3972		Kgd2p	YDR148C	CM001525.1	746125	747516	-	reference GFF: annotation.gff	YDR148C (CENPK1137D_3972) — Kgd2p	412.1488213340268
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3973	CENPK1137D_3973		Cth1p	YDR151C	CM001525.1	764860	765837	-	reference GFF: annotation.gff	YDR151C (CENPK1137D_3973) — Cth1p	69.97530259623201
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3974	CENPK1137D_3974		Gir2p	YDR152W	CM001525.1	766388	767185	+	reference GFF: annotation.gff	YDR152W (CENPK1137D_3974) — Gir2p	126.70571131235323
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3975	CENPK1137D_3975		Gle1p	YDL207W	CM001525.1	86914	88530	+	reference GFF: annotation.gff	YDL207W (CENPK1137D_3975) — Gle1p	59.75483065691648
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3976	CENPK1137D_3976		Ent5p	YDR153C	CM001525.1	767422	768660	-	reference GFF: annotation.gff	YDR153C (CENPK1137D_3976) — Ent5p	116.80789804239038
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3977	CENPK1137D_3977		Cpr1p	YDR155C	CM001525.1	769201	769689	-	reference GFF: annotation.gff	YDR155C (CENPK1137D_3977) — Cpr1p	6423.101853474624
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3978	CENPK1137D_3978		Rpa14p	YDR156W	CM001525.1	770214	770627	+	reference GFF: annotation.gff	YDR156W (CENPK1137D_3978) — Rpa14p	109.41226260361783
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3979	CENPK1137D_3979		Hom2p	YDR158W	CM001525.1	771045	772142	+	reference GFF: annotation.gff	YDR158W (CENPK1137D_3979) — Hom2p	336.4164692205437
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3980	CENPK1137D_3980		Sac3p	YDR159W	CM001525.1	772565	776470	+	reference GFF: annotation.gff	YDR159W (CENPK1137D_3980) — Sac3p	9.729731817328185
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3981	CENPK1137D_3981		Ssy1p	YDR160W	CM001525.1	776851	779409	+	reference GFF: annotation.gff	YDR160W (CENPK1137D_3981) — Ssy1p	29.647685645857084
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3982	CENPK1137D_3982		hypothetical protein	YDR161W	CM001525.1	779705	780868	+	reference GFF: annotation.gff	YDR161W (CENPK1137D_3982) — hypothetical protein	55.540752946897314
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3983	CENPK1137D_3983		Nbp2p	YDR162C	CM001525.1	781052	781756	-	reference GFF: annotation.gff	YDR162C (CENPK1137D_3983) — Nbp2p	118.55529641818534
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3984	CENPK1137D_3984		Cwc15p	YDR163W	CM001525.1	782085	782612	+	reference GFF: annotation.gff	YDR163W (CENPK1137D_3984) — Cwc15p	137.58137806003757
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3985	CENPK1137D_3985		Sec1p	YDR164C	CM001525.1	782703	784877	-	reference GFF: annotation.gff	YDR164C (CENPK1137D_3985) — Sec1p	40.87839299547659
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3986	CENPK1137D_3986		hypothetical protein	YDL206W	CM001525.1	88842	91130	+	reference GFF: annotation.gff	YDL206W (CENPK1137D_3986) — hypothetical protein	27.202009966560507
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3987	CENPK1137D_3987		Trm82p	YDR165W	CM001525.1	785533	786867	+	reference GFF: annotation.gff	YDR165W (CENPK1137D_3987) — Trm82p	28.572711511388306
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3988	CENPK1137D_3988		Sec5p	YDR166C	CM001525.1	786968	789883	-	reference GFF: annotation.gff	YDR166C (CENPK1137D_3988) — Sec5p	35.01125492174018
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3989	CENPK1137D_3989		Taf10p	YDR167W	CM001525.1	790111	790731	+	reference GFF: annotation.gff	YDR167W (CENPK1137D_3989) — Taf10p	184.27328438504054
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3990	CENPK1137D_3990		Cdc37p	YDR168W	CM001525.1	790990	792510	+	reference GFF: annotation.gff	YDR168W (CENPK1137D_3990) — Cdc37p	147.89005411444734
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3991	CENPK1137D_3991		Stb3p	YDR169C	CM001525.1	793008	794549	-	reference GFF: annotation.gff	YDR169C (CENPK1137D_3991) — Stb3p	77.03052442860869
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3992	CENPK1137D_3992		hypothetical protein	YDR169C-A	CM001525.1	795106	795384	-	reference GFF: annotation.gff	YDR169C-A (CENPK1137D_3992) — hypothetical protein	13.068717274935272
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3993	CENPK1137D_3993		Sec7p	YDR170C	CM001525.1	796855	802863	-	reference GFF: annotation.gff	YDR170C (CENPK1137D_3993) — Sec7p	23.73463551942573
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3994	CENPK1137D_3994		Hsp42p	YDR171W	CM001525.1	805427	806554	+	reference GFF: annotation.gff	YDR171W (CENPK1137D_3994) — Hsp42p	1135.4504217568024
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3995	CENPK1137D_3995		Sup35p	YDR172W	CM001525.1	807133	809190	+	reference GFF: annotation.gff	YDR172W (CENPK1137D_3995) — Sup35p	150.39063071303767
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3996	CENPK1137D_3996		Arg82p	YDR173C	CM001525.1	809378	810451	-	reference GFF: annotation.gff	YDR173C (CENPK1137D_3996) — Arg82p	72.73019161569856
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3997	CENPK1137D_3997		Hem3p	YDL205C	CM001525.1	91428	92411	-	reference GFF: annotation.gff	YDL205C (CENPK1137D_3997) — Hem3p	57.57713947629786
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3998	CENPK1137D_3998		Hmo1p	YDR174W	CM001525.1	810929	811669	+	reference GFF: annotation.gff	YDR174W (CENPK1137D_3998) — Hmo1p	217.64237193309367
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_3999	CENPK1137D_3999		Rsm24p	YDR175C	CM001525.1	812005	812964	-	reference GFF: annotation.gff	YDR175C (CENPK1137D_3999) — Rsm24p	80.92866002875184
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4000	CENPK1137D_4000		Ngg1p	YDR176W	CM001525.1	813264	815372	+	reference GFF: annotation.gff	YDR176W (CENPK1137D_4000) — Ngg1p	48.740638358412454
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4001	CENPK1137D_4001		Ubc1p	YDR177W	CM001525.1	815686	816333	+	reference GFF: annotation.gff	YDR177W (CENPK1137D_4001) — Ubc1p	344.3174170497236
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4002	CENPK1137D_4002		Sdh4p	YDR178W	CM001525.1	816756	817301	+	reference GFF: annotation.gff	YDR178W (CENPK1137D_4002) — Sdh4p	783.3773573616631
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4003	CENPK1137D_4003		Csn9p	YDR179C	CM001525.1	817514	818002	-	reference GFF: annotation.gff	YDR179C (CENPK1137D_4003) — Csn9p	88.32948032639122
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4004	CENPK1137D_4004		hypothetical protein	YDR179W-A	CM001525.1	818239	819630	+	reference GFF: annotation.gff	YDR179W-A (CENPK1137D_4004) — hypothetical protein	18.73861666295013
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4005	CENPK1137D_4005		Scc2p	YDR180W	CM001525.1	820102	824583	+	reference GFF: annotation.gff	YDR180W (CENPK1137D_4005) — Scc2p	8.573191576560102
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4006	CENPK1137D_4006		Sas4p	YDR181C	CM001525.1	824717	826162	-	reference GFF: annotation.gff	YDR181C (CENPK1137D_4006) — Sas4p	53.24365607296284
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4007	CENPK1137D_4007		Cdc1p	YDR182W	CM001525.1	826415	827890	+	reference GFF: annotation.gff	YDR182W (CENPK1137D_4007) — Cdc1p	88.64599196598333
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4008	CENPK1137D_4008		Rtn2p	YDL204W	CM001525.1	93272	94453	+	reference GFF: annotation.gff	YDL204W (CENPK1137D_4008) — Rtn2p	900.7464119749804
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4009	CENPK1137D_4009		Plp1p	YDR183W	CM001525.1	828418	829110	+	reference GFF: annotation.gff	YDR183W (CENPK1137D_4009) — Plp1p	56.054483136797806
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4010	CENPK1137D_4010		Atc1p	YDR184C	CM001525.1	829462	830346	-	reference GFF: annotation.gff	YDR184C (CENPK1137D_4010) — Atc1p	35.178192549975705
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4011	CENPK1137D_4011		Ups3p	YDR185C	CM001525.1	830768	831307	-	reference GFF: annotation.gff	YDR185C (CENPK1137D_4011) — Ups3p	23.372898203249623
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4012	CENPK1137D_4012		hypothetical protein	YDR186C	CM001525.1	831693	834326	-	reference GFF: annotation.gff	YDR186C (CENPK1137D_4012) — hypothetical protein	98.60275050664764
RNA:GENE:SC_CENPK_GCA000269885:CENPK1137D_4013	CENPK1137D_4013		Cct6p	YDR188W	CM001525.1	835256	836896	+	reference GFF: annotation.gff	YDR188W (CENPK1137D_4013) — Cct6p	267.9978382646831
