feature_id	gene_id	gene_name	gene_product	ortholog_or_alias	chrom	start	end	strand	annotation_source	display_label	ECOLI-B36-RPMI
RNA:GENE:EC_B36_GCF900622635:EW036_RS19345	EW036_RS19345	yajD	HNH nuclease YajD		NZ_LR130545.1	3823908	3824255	-	reference GFF: annotation.gff	yajD (EW036_RS19345) — HNH nuclease YajD	111.55575729533399
RNA:GENE:EC_B36_GCF900622635:EW036_RS19350	EW036_RS19350	secF	protein translocase subunit SecF		NZ_LR130545.1	3824385	3825356	-	reference GFF: annotation.gff	secF (EW036_RS19350) — protein translocase subunit SecF	105.78092986414295
RNA:GENE:EC_B36_GCF900622635:EW036_RS19355	EW036_RS19355	secD	protein translocase subunit SecD		NZ_LR130545.1	3825367	3827214	-	reference GFF: annotation.gff	secD (EW036_RS19355) — protein translocase subunit SecD	92.32271707049793
RNA:GENE:EC_B36_GCF900622635:EW036_RS19360	EW036_RS19360	yajC	preprotein translocase subunit YajC		NZ_LR130545.1	3827242	3827574	-	reference GFF: annotation.gff	yajC (EW036_RS19360) — preprotein translocase subunit YajC	168.6670113312424
RNA:GENE:EC_B36_GCF900622635:EW036_RS19365	EW036_RS19365	tgt	tRNA guanosine(34) transglycosylase Tgt		NZ_LR130545.1	3827597	3828724	-	reference GFF: annotation.gff	tgt (EW036_RS19365) — tRNA guanosine(34) transglycosylase Tgt	118.07120572805601
RNA:GENE:EC_B36_GCF900622635:EW036_RS19370	EW036_RS19370	queA	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA		NZ_LR130545.1	3828779	3829849	-	reference GFF: annotation.gff	queA (EW036_RS19370) — tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	41.40684132795581
RNA:GENE:EC_B36_GCF900622635:EW036_RS19375	EW036_RS19375	acpH	ACP phosphodiesterase		NZ_LR130545.1	3829942	3830523	+	reference GFF: annotation.gff	acpH (EW036_RS19375) — ACP phosphodiesterase	16.26309179923046
RNA:GENE:EC_B36_GCF900622635:EW036_RS19380	EW036_RS19380	malZ	maltodextrin glucosidase		NZ_LR130545.1	3830528	3832345	-	reference GFF: annotation.gff	malZ (EW036_RS19380) — maltodextrin glucosidase	6.950591125800676
RNA:GENE:EC_B36_GCF900622635:EW036_RS19385	EW036_RS19385	proY	proline-specific permease ProY		NZ_LR130545.1	3832501	3833874	-	reference GFF: annotation.gff	proY (EW036_RS19385) — proline-specific permease ProY	48.430941585964476
RNA:GENE:EC_B36_GCF900622635:EW036_RS19390	EW036_RS19390	brnQ	branched-chain amino acid transporter carrier protein BrnQ		NZ_LR130545.1	3833950	3835269	-	reference GFF: annotation.gff	brnQ (EW036_RS19390) — branched-chain amino acid transporter carrier protein BrnQ	156.73282669326662
RNA:GENE:EC_B36_GCF900622635:EW036_RS19395	EW036_RS19395	phoR	phosphate regulon sensor histidine kinase PhoR		NZ_LR130545.1	3835676	3836971	-	reference GFF: annotation.gff	phoR (EW036_RS19395) — phosphate regulon sensor histidine kinase PhoR	10.269153354801727
RNA:GENE:EC_B36_GCF900622635:EW036_RS19400	EW036_RS19400	phoB	phosphate response regulator transcription factor PhoB		NZ_LR130545.1	3837029	3837718	-	reference GFF: annotation.gff	phoB (EW036_RS19400) — phosphate response regulator transcription factor PhoB	13.369402854507529
RNA:GENE:EC_B36_GCF900622635:EW036_RS19405	EW036_RS19405	sbcD	exonuclease subunit SbcD		NZ_LR130545.1	3837908	3839110	+	reference GFF: annotation.gff	sbcD (EW036_RS19405) — exonuclease subunit SbcD	9.026152851949568
RNA:GENE:EC_B36_GCF900622635:EW036_RS19410	EW036_RS19410	sbcC	exonuclease subunit SbcC		NZ_LR130545.1	3839107	3842250	+	reference GFF: annotation.gff	sbcC (EW036_RS19410) — exonuclease subunit SbcC	9.520623285535859
RNA:GENE:EC_B36_GCF900622635:EW036_RS19415	EW036_RS19415	araJ	MFS transporter AraJ		NZ_LR130545.1	3842376	3843560	+	reference GFF: annotation.gff	araJ (EW036_RS19415) — MFS transporter AraJ	18.529244910829195
RNA:GENE:EC_B36_GCF900622635:EW036_RS19420	EW036_RS19420	mak	fructokinase		NZ_LR130545.1	3843829	3844737	-	reference GFF: annotation.gff	mak (EW036_RS19420) — fructokinase	1.5328299821157383
RNA:GENE:EC_B36_GCF900622635:EW036_RS19425	EW036_RS19425	rdgC	recombination-associated protein RdgC		NZ_LR130545.1	3844862	3845773	+	reference GFF: annotation.gff	rdgC (EW036_RS19425) — recombination-associated protein RdgC	11.010608470671889
RNA:GENE:EC_B36_GCF900622635:EW036_RS19430	EW036_RS19430		hypothetical protein		NZ_LR130545.1	3845854	3845934	-	reference GFF: annotation.gff	EW036_RS19430 — hypothetical protein	1.779492278088386
RNA:GENE:EC_B36_GCF900622635:EW036_RS19435	EW036_RS19435		DUF2773 domain-containing protein		NZ_LR130545.1	3845931	3846272	-	reference GFF: annotation.gff	EW036_RS19435 — DUF2773 domain-containing protein	6.462366694110455
RNA:GENE:EC_B36_GCF900622635:EW036_RS19440	EW036_RS19440	ppnP	pyrimidine/purine nucleoside phosphorylase		NZ_LR130545.1	3846420	3846704	-	reference GFF: annotation.gff	ppnP (EW036_RS19440) — pyrimidine/purine nucleoside phosphorylase	103.34167261277501
RNA:GENE:EC_B36_GCF900622635:EW036_RS19445	EW036_RS19445	aroM	AroM family protein		NZ_LR130545.1	3846776	3847453	-	reference GFF: annotation.gff	aroM (EW036_RS19445) — AroM family protein	35.07804468532637
RNA:GENE:EC_B36_GCF900622635:EW036_RS19450	EW036_RS19450	yaiA	protein YaiA		NZ_LR130545.1	3847711	3847902	-	reference GFF: annotation.gff	yaiA (EW036_RS19450) — protein YaiA	186.42962069660354
RNA:GENE:EC_B36_GCF900622635:EW036_RS19455	EW036_RS19455	aroL	shikimate kinase AroL		NZ_LR130545.1	3847952	3848476	-	reference GFF: annotation.gff	aroL (EW036_RS19455) — shikimate kinase AroL	90.2355112900362
RNA:GENE:EC_B36_GCF900622635:EW036_RS19460	EW036_RS19460	yaiI	YaiI/YqxD family protein		NZ_LR130545.1	3848659	3849117	-	reference GFF: annotation.gff	yaiI (EW036_RS19460) — YaiI/YqxD family protein	54.53620452259112
RNA:GENE:EC_B36_GCF900622635:EW036_RS19465	EW036_RS19465	proC	pyrroline-5-carboxylate reductase		NZ_LR130545.1	3849237	3850046	+	reference GFF: annotation.gff	proC (EW036_RS19465) — pyrroline-5-carboxylate reductase	24.20109498200205
RNA:GENE:EC_B36_GCF900622635:EW036_RS19470	EW036_RS19470	adrA	diguanylate cyclase AdrA		NZ_LR130545.1	3850063	3851178	-	reference GFF: annotation.gff	adrA (EW036_RS19470) — diguanylate cyclase AdrA	2.6261861845981826
RNA:GENE:EC_B36_GCF900622635:EW036_RS19475	EW036_RS19475	psiF	phosphate starvation-inducible protein PsiF		NZ_LR130545.1	3851280	3851600	-	reference GFF: annotation.gff	psiF (EW036_RS19475) — phosphate starvation-inducible protein PsiF	26.043784182116
RNA:GENE:EC_B36_GCF900622635:EW036_RS19480	EW036_RS19480	phoA	alkaline phosphatase		NZ_LR130545.1	3851719	3853134	-	reference GFF: annotation.gff	phoA (EW036_RS19480) — alkaline phosphatase	8.17737023553752
RNA:GENE:EC_B36_GCF900622635:EW036_RS19485	EW036_RS19485	iraP	anti-adapter protein IraP		NZ_LR130545.1	3853235	3853495	-	reference GFF: annotation.gff	iraP (EW036_RS19485) — anti-adapter protein IraP	24.115188458232264
RNA:GENE:EC_B36_GCF900622635:EW036_RS19490	EW036_RS19490	ddlA	D-alanine--D-alanine ligase		NZ_LR130545.1	3853958	3855052	+	reference GFF: annotation.gff	ddlA (EW036_RS19490) — D-alanine--D-alanine ligase	70.86279523839642
RNA:GENE:EC_B36_GCF900622635:EW036_RS19495	EW036_RS19495	yaiZ	DUF2754 domain-containing protein		NZ_LR130545.1	3855076	3855288	-	reference GFF: annotation.gff	yaiZ (EW036_RS19495) — DUF2754 domain-containing protein	32.481999892993635
RNA:GENE:EC_B36_GCF900622635:EW036_RS19500	EW036_RS19500	yaiY	YaiY family protein		NZ_LR130545.1	3855548	3855856	+	reference GFF: annotation.gff	yaiY (EW036_RS19500) — YaiY family protein	6.530563894343786
RNA:GENE:EC_B36_GCF900622635:EW036_RS19505	EW036_RS19505	yaiW	surface-exposed outer membrane lipoprotein YaiW		NZ_LR130545.1	3855915	3857009	-	reference GFF: annotation.gff	yaiW (EW036_RS19505) — surface-exposed outer membrane lipoprotein YaiW	17.331767256449897
RNA:GENE:EC_B36_GCF900622635:EW036_RS19510	EW036_RS19510	sbmA	peptide antibiotic transporter SbmA		NZ_LR130545.1	3857022	3858242	-	reference GFF: annotation.gff	sbmA (EW036_RS19510) — peptide antibiotic transporter SbmA	14.047932898029444
RNA:GENE:EC_B36_GCF900622635:EW036_RS19515	EW036_RS19515	ampH	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH		NZ_LR130545.1	3858594	3859751	+	reference GFF: annotation.gff	ampH (EW036_RS19515) — D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH	13.235550078735121
RNA:GENE:EC_B36_GCF900622635:EW036_RS19520	EW036_RS19520	iprA	hydrogen peroxide resistance inhibitor IprA		NZ_LR130545.1	3859752	3860375	-	reference GFF: annotation.gff	iprA (EW036_RS19520) — hydrogen peroxide resistance inhibitor IprA	3.849863101633527
RNA:GENE:EC_B36_GCF900622635:EW036_RS19525	EW036_RS19525		autotransporter outer membrane beta-barrel domain-containing protein		NZ_LR130545.1	3860461	3863448	-	reference GFF: annotation.gff	EW036_RS19525 — autotransporter outer membrane beta-barrel domain-containing protein	20.88759460153747
RNA:GENE:EC_B36_GCF900622635:EW036_RS19530	EW036_RS19530	hemB	porphobilinogen synthase		NZ_LR130545.1	3863974	3864948	+	reference GFF: annotation.gff	hemB (EW036_RS19530) — porphobilinogen synthase	48.29268274689097
RNA:GENE:EC_B36_GCF900622635:EW036_RS19535	EW036_RS19535	tauD	taurine dioxygenase		NZ_LR130545.1	3864988	3865839	-	reference GFF: annotation.gff	tauD (EW036_RS19535) — taurine dioxygenase	2.9887951290428174
RNA:GENE:EC_B36_GCF900622635:EW036_RS19540	EW036_RS19540	tauC	taurine ABC transporter permease TauC		NZ_LR130545.1	3865836	3866663	-	reference GFF: annotation.gff	tauC (EW036_RS19540) — taurine ABC transporter permease TauC	0.5802692211157781
RNA:GENE:EC_B36_GCF900622635:EW036_RS19545	EW036_RS19545	tauB	taurine ABC transporter ATP-binding subunit		NZ_LR130545.1	3866660	3867427	-	reference GFF: annotation.gff	tauB (EW036_RS19545) — taurine ABC transporter ATP-binding subunit	1.1886452326293515
RNA:GENE:EC_B36_GCF900622635:EW036_RS19550	EW036_RS19550	tauA	taurine ABC transporter substrate-binding protein		NZ_LR130545.1	3867440	3868402	-	reference GFF: annotation.gff	tauA (EW036_RS19550) — taurine ABC transporter substrate-binding protein	1.8959076607670655
RNA:GENE:EC_B36_GCF900622635:EW036_RS19555	EW036_RS19555	frmR	formaldehyde-responsive transcriptional repressor FrmR		NZ_LR130545.1	3868708	3868983	+	reference GFF: annotation.gff	frmR (EW036_RS19555) — formaldehyde-responsive transcriptional repressor FrmR	16.01543050279547
RNA:GENE:EC_B36_GCF900622635:EW036_RS19560	EW036_RS19560	frmA	S-(hydroxymethyl)glutathione dehydrogenase		NZ_LR130545.1	3869018	3870127	+	reference GFF: annotation.gff	frmA (EW036_RS19560) — S-(hydroxymethyl)glutathione dehydrogenase	12.336209981882998
RNA:GENE:EC_B36_GCF900622635:EW036_RS19565	EW036_RS19565	fghA	S-formylglutathione hydrolase		NZ_LR130545.1	3870220	3871053	+	reference GFF: annotation.gff	fghA (EW036_RS19565) — S-formylglutathione hydrolase	6.1642124597090495
RNA:GENE:EC_B36_GCF900622635:EW036_RS19570	EW036_RS19570	yaiL	DUF2058 domain-containing protein		NZ_LR130545.1	3871178	3871717	-	reference GFF: annotation.gff	yaiL (EW036_RS19570) — DUF2058 domain-containing protein	33.009581758539554
RNA:GENE:EC_B36_GCF900622635:EW036_RS19575	EW036_RS19575	mhpT	3-(3-hydroxy-phenyl)propionate transporter MhpT		NZ_LR130545.1	3871819	3873030	-	reference GFF: annotation.gff	mhpT (EW036_RS19575) — 3-(3-hydroxy-phenyl)propionate transporter MhpT	3.409225305050522
RNA:GENE:EC_B36_GCF900622635:EW036_RS19580	EW036_RS19580	mhpE	4-hydroxy-2-oxovalerate aldolase		NZ_LR130545.1	3873206	3874219	-	reference GFF: annotation.gff	mhpE (EW036_RS19580) — 4-hydroxy-2-oxovalerate aldolase	0.7581268877062947
RNA:GENE:EC_B36_GCF900622635:EW036_RS19585	EW036_RS19585	mhpF	acetaldehyde dehydrogenase		NZ_LR130545.1	3874216	3875166	-	reference GFF: annotation.gff	mhpF (EW036_RS19585) — acetaldehyde dehydrogenase	0.656784216202969
RNA:GENE:EC_B36_GCF900622635:EW036_RS19590	EW036_RS19590	mhpD	2-keto-4-pentenoate hydratase		NZ_LR130545.1	3875163	3875972	-	reference GFF: annotation.gff	mhpD (EW036_RS19590) — 2-keto-4-pentenoate hydratase	0.1779492278088386
RNA:GENE:EC_B36_GCF900622635:EW036_RS19595	EW036_RS19595	mhpC	2-hydroxy-6-oxonona-2,4-dienedioate hydrolase		NZ_LR130545.1	3875982	3876848	-	reference GFF: annotation.gff	mhpC (EW036_RS19595) — 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	0.5541671454254489
RNA:GENE:EC_B36_GCF900622635:EW036_RS19600	EW036_RS19600	mhpB	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase		NZ_LR130545.1	3876866	3877810	-	reference GFF: annotation.gff	mhpB (EW036_RS19600) — 2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase	0.6101116382017324
RNA:GENE:EC_B36_GCF900622635:EW036_RS19605	EW036_RS19605	mhpA	bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase		NZ_LR130545.1	3877812	3879476	-	reference GFF: annotation.gff	mhpA (EW036_RS19605) — bifunctional 3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	0.08656989460970527
RNA:GENE:EC_B36_GCF900622635:EW036_RS19610	EW036_RS19610	mhpR	DNA-binding transcriptional regulator		NZ_LR130545.1	3879667	3880500	+	reference GFF: annotation.gff	mhpR (EW036_RS19610) — DNA-binding transcriptional regulator	0.5760946224027149
RNA:GENE:EC_B36_GCF900622635:EW036_RS19615	EW036_RS19615	lacI	DNA-binding transcriptional repressor LacI		NZ_LR130545.1	3880577	3881659	+	reference GFF: annotation.gff	lacI (EW036_RS19615) — DNA-binding transcriptional repressor LacI	14.64014422693215
RNA:GENE:EC_B36_GCF900622635:EW036_RS19620	EW036_RS19620	lacZ	beta-galactosidase		NZ_LR130545.1	3881782	3884856	+	reference GFF: annotation.gff	lacZ (EW036_RS19620) — beta-galactosidase	2.078099762801754
RNA:GENE:EC_B36_GCF900622635:EW036_RS19625	EW036_RS19625	lacY	lactose permease		NZ_LR130545.1	3884908	3886161	+	reference GFF: annotation.gff	lacY (EW036_RS19625) — lactose permease	0.6130308326428889
RNA:GENE:EC_B36_GCF900622635:EW036_RS19630	EW036_RS19630	lacA	galactoside O-acetyltransferase		NZ_LR130545.1	3886227	3886838	+	reference GFF: annotation.gff	lacA (EW036_RS19630) — galactoside O-acetyltransferase	2.041182318983737
RNA:GENE:EC_B36_GCF900622635:EW036_RS19635	EW036_RS19635	codA	cytosine/isoguanine deaminase		NZ_LR130545.1	3886959	3888242	-	reference GFF: annotation.gff	codA (EW036_RS19635) — cytosine/isoguanine deaminase	17.6992958593978
RNA:GENE:EC_B36_GCF900622635:EW036_RS19640	EW036_RS19640	codB	cytosine permease		NZ_LR130545.1	3888232	3889491	-	reference GFF: annotation.gff	codB (EW036_RS19640) — cytosine permease	4.652101241288209
RNA:GENE:EC_B36_GCF900622635:EW036_RS19645	EW036_RS19645	prpE	propionate--CoA ligase		NZ_LR130545.1	3889816	3891702	-	reference GFF: annotation.gff	prpE (EW036_RS19645) — propionate--CoA ligase	0.8656989460970527
RNA:GENE:EC_B36_GCF900622635:EW036_RS19650	EW036_RS19650	prpD	2-methylcitrate dehydratase		NZ_LR130545.1	3891742	3893193	-	reference GFF: annotation.gff	prpD (EW036_RS19650) — 2-methylcitrate dehydratase	0.6948843813196384
RNA:GENE:EC_B36_GCF900622635:EW036_RS19655	EW036_RS19655	prpC	bifunctional 2-methylcitrate synthase/citrate synthase		NZ_LR130545.1	3893227	3894396	-	reference GFF: annotation.gff	prpC (EW036_RS19655) — bifunctional 2-methylcitrate synthase/citrate synthase	0.6159780962613645
RNA:GENE:EC_B36_GCF900622635:EW036_RS19660	EW036_RS19660	prpB	methylisocitrate lyase		NZ_LR130545.1	3894556	3895446	-	reference GFF: annotation.gff	prpB (EW036_RS19660) — methylisocitrate lyase	0.9706321516845742
RNA:GENE:EC_B36_GCF900622635:EW036_RS19665	EW036_RS19665	prpR	propionate catabolism operon regulatory protein PrpR		NZ_LR130545.1	3895685	3897271	+	reference GFF: annotation.gff	prpR (EW036_RS19665) — propionate catabolism operon regulatory protein PrpR	0.8476976447604408
RNA:GENE:EC_B36_GCF900622635:EW036_RS19670	EW036_RS19670	yahO	DUF1471 family periplasmic protein YahO		NZ_LR130545.1	3897372	3897647	-	reference GFF: annotation.gff	yahO (EW036_RS19670) — DUF1471 family periplasmic protein YahO	20.54153042749854
RNA:GENE:EC_B36_GCF900622635:EW036_RS19675	EW036_RS19675	yahN	LysE family transporter		NZ_LR130545.1	3897794	3898465	+	reference GFF: annotation.gff	yahN (EW036_RS19675) — LysE family transporter	0.8579694912211862
RNA:GENE:EC_B36_GCF900622635:EW036_RS19680	EW036_RS19680	yahM	protein YahM		NZ_LR130545.1	3898482	3898726	-	reference GFF: annotation.gff	yahM (EW036_RS19680) — protein YahM	1.9610731227912825
RNA:GENE:EC_B36_GCF900622635:EW036_RS19685	EW036_RS19685	yahK	NADPH-dependent aldehyde reductase YahK		NZ_LR130545.1	3899349	3900398	-	reference GFF: annotation.gff	yahK (EW036_RS19685) — NADPH-dependent aldehyde reductase YahK	4.392803795052473
RNA:GENE:EC_B36_GCF900622635:EW036_RS19690	EW036_RS19690	yahJ	amidohydrolase family protein		NZ_LR130545.1	3900775	3902157	-	reference GFF: annotation.gff	yahJ (EW036_RS19690) — amidohydrolase family protein	3.3351004951591445
RNA:GENE:EC_B36_GCF900622635:EW036_RS19695	EW036_RS19695	yahI	carbamate kinase family protein		NZ_LR130545.1	3902167	3903117	-	reference GFF: annotation.gff	yahI (EW036_RS19695) — carbamate kinase family protein	1.0104372556968753
RNA:GENE:EC_B36_GCF900622635:EW036_RS19700	EW036_RS19700	yahG	DUF1116 domain-containing protein		NZ_LR130545.1	3903270	3904688	-	reference GFF: annotation.gff	yahG (EW036_RS19700) — DUF1116 domain-containing protein	0.9480593109477236
RNA:GENE:EC_B36_GCF900622635:EW036_RS19705	EW036_RS19705	fdrA	acyl-CoA synthetase FdrA		NZ_LR130545.1	3904688	3906235	-	reference GFF: annotation.gff	fdrA (EW036_RS19705) — acyl-CoA synthetase FdrA	0.9621673364082551
RNA:GENE:EC_B36_GCF900622635:EW036_RS19710	EW036_RS19710	yahE	DUF2877 domain-containing protein		NZ_LR130545.1	3906225	3907088	-	reference GFF: annotation.gff	yahE (EW036_RS19710) — DUF2877 domain-containing protein	0.27804566845131035
RNA:GENE:EC_B36_GCF900622635:EW036_RS19715	EW036_RS19715	yahD	ankyrin repeat domain-containing protein		NZ_LR130545.1	3907128	3907733	-	reference GFF: annotation.gff	yahD (EW036_RS19715) — ankyrin repeat domain-containing protein	0.7135587847780162
RNA:GENE:EC_B36_GCF900622635:EW036_RS19720	EW036_RS19720	yahC	DUF1097 domain-containing protein		NZ_LR130545.1	3907991	3908488	+	reference GFF: annotation.gff	yahC (EW036_RS19720) — DUF1097 domain-containing protein	0.5788709820287521
RNA:GENE:EC_B36_GCF900622635:EW036_RS19725	EW036_RS19725	yahB	LysR substrate-binding domain-containing protein		NZ_LR130545.1	3908580	3909512	+	reference GFF: annotation.gff	yahB (EW036_RS19725) — LysR substrate-binding domain-containing protein	2.677821177316285
RNA:GENE:EC_B36_GCF900622635:EW036_RS19730	EW036_RS19730	pdeL	DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL		NZ_LR130545.1	3909554	3910642	-	reference GFF: annotation.gff	pdeL (EW036_RS19730) — DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL	10.191637592688028
RNA:GENE:EC_B36_GCF900622635:EW036_RS19735	EW036_RS19735	betT	choline BCCT transporter BetT		NZ_LR130545.1	3911520	3913553	-	reference GFF: annotation.gff	betT (EW036_RS19735) — choline BCCT transporter BetT	45.02272940756368
RNA:GENE:EC_B36_GCF900622635:EW036_RS19740	EW036_RS19740	betI	transcriptional regulator BetI		NZ_LR130545.1	3913682	3914269	+	reference GFF: annotation.gff	betI (EW036_RS19740) — transcriptional regulator BetI	94.9486236951446
RNA:GENE:EC_B36_GCF900622635:EW036_RS19745	EW036_RS19745	betB	betaine-aldehyde dehydrogenase		NZ_LR130545.1	3914283	3915755	+	reference GFF: annotation.gff	betB (EW036_RS19745) — betaine-aldehyde dehydrogenase	60.18018182822332
RNA:GENE:EC_B36_GCF900622635:EW036_RS19750	EW036_RS19750	betA	choline dehydrogenase		NZ_LR130545.1	3915769	3917439	+	reference GFF: annotation.gff	betA (EW036_RS19750) — choline dehydrogenase	40.22547086788307
RNA:GENE:EC_B36_GCF900622635:EW036_RS19755	EW036_RS19755	ipbA	tyrosine-type DNA invertase IpbA		NZ_LR130545.1	3918526	3919089	+	reference GFF: annotation.gff	ipbA (EW036_RS19755) — tyrosine-type DNA invertase IpbA	21.55268041067689
RNA:GENE:EC_B36_GCF900622635:EW036_RS19760	EW036_RS19760	hyxR	LuxR family transcriptional regulator HyxR		NZ_LR130545.1	3919419	3920213	+	reference GFF: annotation.gff	hyxR (EW036_RS19760) — LuxR family transcriptional regulator HyxR	1.9339387776960573
RNA:GENE:EC_B36_GCF900622635:EW036_RS19765	EW036_RS19765	hyxA	protein HyxA		NZ_LR130545.1	3920367	3921128	+	reference GFF: annotation.gff	hyxA (EW036_RS19765) — protein HyxA	1.0718988919193821
RNA:GENE:EC_B36_GCF900622635:EW036_RS19780	EW036_RS19780	ykgH	protein YkgH		NZ_LR130545.1	3923645	3924313	+	reference GFF: annotation.gff	ykgH (EW036_RS19780) — protein YkgH	0.5745445920285371
RNA:GENE:EC_B36_GCF900622635:EW036_RS19785	EW036_RS19785	ykgG	LutC/YkgG family protein		NZ_LR130545.1	3924556	3925251	-	reference GFF: annotation.gff	ykgG (EW036_RS19785) — LutC/YkgG family protein	5.660626298401849
RNA:GENE:EC_B36_GCF900622635:EW036_RS19790	EW036_RS19790	ykgF	LutB/LldF family L-lactate oxidation iron-sulfur protein		NZ_LR130545.1	3925244	3926671	-	reference GFF: annotation.gff	ykgF (EW036_RS19790) — LutB/LldF family L-lactate oxidation iron-sulfur protein	6.2581304065545345
RNA:GENE:EC_B36_GCF900622635:EW036_RS19795	EW036_RS19795	ykgE	(Fe-S)-binding protein		NZ_LR130545.1	3926682	3927401	-	reference GFF: annotation.gff	ykgE (EW036_RS19795) — (Fe-S)-binding protein	11.277532312385146
RNA:GENE:EC_B36_GCF900622635:EW036_RS19800	EW036_RS19800	rclR	reactive chlorine-specific transcriptional regulator RclR		NZ_LR130545.1	3927927	3928781	-	reference GFF: annotation.gff	rclR (EW036_RS19800) — reactive chlorine-specific transcriptional regulator RclR	0.7305284088994427
RNA:GENE:EC_B36_GCF900622635:EW036_RS19805	EW036_RS19805	rclA	reactive chlorine resistance oxidoreductase RclA		NZ_LR130545.1	3929008	3930333	+	reference GFF: annotation.gff	rclA (EW036_RS19805) — reactive chlorine resistance oxidoreductase RclA	1.4855942321597608
RNA:GENE:EC_B36_GCF900622635:EW036_RS19810	EW036_RS19810	rclB	reactive chlorine resistance periplasmic protein RclB		NZ_LR130545.1	3930442	3930678	+	reference GFF: annotation.gff	rclB (EW036_RS19810) — reactive chlorine resistance periplasmic protein RclB	0.20272696838981613
RNA:GENE:EC_B36_GCF900622635:EW036_RS19815	EW036_RS19815	rclC	reactive chlorine species resistance protein RclC		NZ_LR130545.1	3930690	3931283	+	reference GFF: annotation.gff	rclC (EW036_RS19815) — reactive chlorine species resistance protein RclC	1.779492278088386
RNA:GENE:EC_B36_GCF900622635:EW036_RS19820	EW036_RS19820		aldo/keto reductase		NZ_LR130545.1	3931443	3932312	-	reference GFF: annotation.gff	EW036_RS19820 — aldo/keto reductase	38.43703320670914
RNA:GENE:EC_B36_GCF900622635:EW036_RS19825	EW036_RS19825		helix-turn-helix domain-containing protein		NZ_LR130545.1	3932560	3933417	+	reference GFF: annotation.gff	EW036_RS19825 — helix-turn-helix domain-containing protein	21.615231377898787
RNA:GENE:EC_B36_GCF900622635:EW036_RS19835	EW036_RS19835	fdeC	inverse autotransporter adhesin FdeC		NZ_LR130545.1	3933542	3937789	-	reference GFF: annotation.gff	fdeC (EW036_RS19835) — inverse autotransporter adhesin FdeC	1.6286878477419124
RNA:GENE:EC_B36_GCF900622635:EW036_RS19840	EW036_RS19840		aldo/keto reductase		NZ_LR130545.1	3938355	3939206	+	reference GFF: annotation.gff	EW036_RS19840 — aldo/keto reductase	4.454996513101558
RNA:GENE:EC_B36_GCF900622635:EW036_RS19845	EW036_RS19845		aldo/keto reductase		NZ_LR130545.1	3939233	3940222	+	reference GFF: annotation.gff	EW036_RS19845 — aldo/keto reductase	6.794425061792019
RNA:GENE:EC_B36_GCF900622635:EW036_RS19850	EW036_RS19850		LysR family transcriptional regulator		NZ_LR130545.1	3940253	3941146	-	reference GFF: annotation.gff	EW036_RS19850 — LysR family transcriptional regulator	4.890618039444256
RNA:GENE:EC_B36_GCF900622635:EW036_RS19855	EW036_RS19855		LysR family transcriptional regulator		NZ_LR130545.1	3941346	3942272	-	reference GFF: annotation.gff	EW036_RS19855 — LysR family transcriptional regulator	3.6799209245905455
RNA:GENE:EC_B36_GCF900622635:EW036_RS19860	EW036_RS19860		alpha/beta hydrolase		NZ_LR130545.1	3942429	3943349	+	reference GFF: annotation.gff	EW036_RS19860 — alpha/beta hydrolase	2.399706199115934
RNA:GENE:EC_B36_GCF900622635:EW036_RS19865	EW036_RS19865		NADH-dependent flavin oxidoreductase		NZ_LR130545.1	3943522	3944664	+	reference GFF: annotation.gff	EW036_RS19865 — NADH-dependent flavin oxidoreductase	0.7145992612795882
RNA:GENE:EC_B36_GCF900622635:EW036_RS19870	EW036_RS19870	ykgR	small membrane protein YkgR		NZ_LR130545.1	3945137	3945238	+	reference GFF: annotation.gff	ykgR (EW036_RS19870) — small membrane protein YkgR	4.710420736116316
RNA:GENE:EC_B36_GCF900622635:EW036_RS19875	EW036_RS19875	ykgM	type B 50S ribosomal protein L31		NZ_LR130545.1	3945603	3945866	+	reference GFF: annotation.gff	ykgM (EW036_RS19875) — type B 50S ribosomal protein L31	2.9118964550537223
RNA:GENE:EC_B36_GCF900622635:EW036_RS19880	EW036_RS19880	ykgO	type B 50S ribosomal protein L36		NZ_LR130545.1	3945866	3946006	+	reference GFF: annotation.gff	ykgO (EW036_RS19880) — type B 50S ribosomal protein L36	7.155830650185212
RNA:GENE:EC_B36_GCF900622635:EW036_RS19885	EW036_RS19885	ykgL	protein YkgL		NZ_LR130545.1	3946041	3946266	-	reference GFF: annotation.gff	ykgL (EW036_RS19885) — protein YkgL	4.251884204281985
