feature_id	protein_accession	gene_id	gene_name	protein_name	best_protein_q	display_label	annotation_source	ECOLI-B36-RPMI
PROT:WP_000397350.1	WP_000397350.1	EW036_RS17310	moeA	molybdopterin molybdotransferase MoeA	0.0004998375	moeA — molybdopterin molybdotransferase MoeA	search FASTA description + reference GFF	30.64150558909813
PROT:WP_000402206.1	WP_000402206.1	EW036_RS23690	yjcE	Na+/H+ antiporter	0.0009722891	yjcE — Na+/H+ antiporter	search FASTA description + reference GFF	23.30689724887643
PROT:WP_000406012.1	WP_000406012.1	EW036_RS07360	ypeA	GNAT family acetyltransferase	0.0004998375	ypeA — GNAT family acetyltransferase	search FASTA description + reference GFF	27.22483315127281
PROT:WP_000406487.1	WP_000406487.1	EW036_RS03505	exuR	transcriptional regulator ExuR	0.0004998375	exuR — transcriptional regulator ExuR	search FASTA description + reference GFF	28.20960425063046
PROT:WP_000409203.1	WP_000409203.1	EW036_RS07045	yfgM	ancillary SecYEG translocon subunit YfgM	0.0004998375	yfgM — ancillary SecYEG translocon subunit YfgM	search FASTA description + reference GFF	29.873255029849098
PROT:WP_000409419.1	WP_000409419.1	EW036_RS21555	sltY	murein transglycosylase	0.0004998375	sltY — murein transglycosylase	search FASTA description + reference GFF	29.561392503249326
PROT:WP_000410785.1	WP_000410785.1	EW036_RS17045	cspD	cold shock-like protein CspD	0.0004998375	cspD — cold shock-like protein CspD	search FASTA description + reference GFF	26.757931712226863
PROT:WP_000412169.1	WP_000412169.1	EW036_RS12940	chbB	PTS N,N'-diacetylchitobiose transporter subunit IIB	0.0004998375	chbB — PTS N,N'-diacetylchitobiose transporter subunit IIB	search FASTA description + reference GFF	27.776136151380136
PROT:WP_000413686.1	WP_000413686.1	EW036_RS19490	ddlA	D-alanine--D-alanine ligase	0.0004998375	ddlA — D-alanine--D-alanine ligase	search FASTA description + reference GFF	31.10224492025609
PROT:WP_000416264.1	WP_000416264.1	EW036_RS23855	zur	zinc uptake transcriptional repressor Zur	0.0004998375	zur — zinc uptake transcriptional repressor Zur	search FASTA description + reference GFF	27.7788566737756
PROT:WP_000416407.1	WP_000416407.1	EW036_RS22595	valS	valine--tRNA ligase	0.0004998375	valS — valine--tRNA ligase	search FASTA description + reference GFF	33.528502396475474
PROT:WP_000417058.1	WP_000417058.1	EW036_RS20470	yaeP	YaeP family protein	0.0004998375	yaeP — YaeP family protein	search FASTA description + reference GFF	29.5084791399564
PROT:WP_000420117.1	WP_000420117.1	EW036_RS08135	rbn	ribonuclease BN	0.0004998375	rbn — ribonuclease BN	search FASTA description + reference GFF	26.171199036616237
PROT:WP_000420625.1	WP_000420625.1	EW036_RS09000	cbpA	curved DNA-binding protein	0.0004998375	cbpA — curved DNA-binding protein	search FASTA description + reference GFF	32.36533870382566
PROT:WP_000421272.1	WP_000421272.1	EW036_RS26400		type II toxin-antitoxin system RelE/ParE family toxin	0.0004998375	EW036_RS26400 — type II toxin-antitoxin system RelE/ParE family toxin	search FASTA description + reference GFF	27.71985390148277
PROT:WP_000421758.1	WP_000421758.1	EW036_RS24015	pepE	dipeptidase PepE	0.0004998375	pepE — dipeptidase PepE	search FASTA description + reference GFF	30.137702966195796
PROT:WP_000422062.1	WP_000422062.1	EW036_RS11135	sohB	protease SohB	0.0004998375	sohB — protease SohB	search FASTA description + reference GFF	29.083444208915022
PROT:WP_000423736.1	WP_000423736.1	EW036_RS09615	purB	adenylosuccinate lyase	0.0004998375	purB — adenylosuccinate lyase	search FASTA description + reference GFF	32.4890573927554
PROT:WP_000424395.1	WP_000424395.1	EW036_RS02410	rplD	50S ribosomal protein L4	0.0004998375	rplD — 50S ribosomal protein L4	search FASTA description + reference GFF	34.04640462386026
PROT:WP_000425017.1	WP_000425017.1	EW036_RS07800	fadJ	fatty acid oxidation complex subunit alpha FadJ	0.0004998375	fadJ — fatty acid oxidation complex subunit alpha FadJ	search FASTA description + reference GFF	27.49571700627913
PROT:WP_000426124.1	WP_000426124.1	EW036_RS08025	yfbU	YfbU family protein	0.0004998375	yfbU — YfbU family protein	search FASTA description + reference GFF	31.611885731565128
PROT:WP_000426446.1	WP_000426446.1	EW036_RS07695	dsdA	D-serine ammonia-lyase	0.0004998375	dsdA — D-serine ammonia-lyase	search FASTA description + reference GFF	29.3994315134534
PROT:WP_000429656.1	WP_000429656.1	EW036_RS03050	ibaG	BolA family iron metabolism protein IbaG	0.0004998375	ibaG — BolA family iron metabolism protein IbaG	search FASTA description + reference GFF	26.987514149493283
PROT:WP_000431388.1	WP_000431388.1	EW036_RS13410	proQ	RNA chaperone ProQ	0.0004998375	proQ — RNA chaperone ProQ	search FASTA description + reference GFF	29.572080033928703
PROT:WP_000432970.1	WP_000432970.1	EW036_RS25510	asnC	transcriptional regulator AsnC	0.0004998375	asnC — transcriptional regulator AsnC	search FASTA description + reference GFF	25.00182565468521
PROT:WP_000433462.1	WP_000433462.1	EW036_RS11895	maeA	malate dehydrogenase	0.0004998375	maeA — malate dehydrogenase	search FASTA description + reference GFF	31.30469445507321
PROT:WP_000434047.1	WP_000434047.1	EW036_RS15710	yegW	GntR family transcriptional regulator	0.0056161196	yegW — GntR family transcriptional regulator	search FASTA description + reference GFF	24.86568261437201
PROT:WP_000436917.1	WP_000436917.1	EW036_RS08650	ycbJ	YcbJ family phosphotransferase	0.0004998375	ycbJ — YcbJ family phosphotransferase	search FASTA description + reference GFF	27.736274581595616
PROT:WP_000437380.1	WP_000437380.1	EW036_RS03645	rpoD	RNA polymerase sigma factor RpoD	0.0004998375	rpoD — RNA polymerase sigma factor RpoD	search FASTA description + reference GFF	32.61738681287429
PROT:WP_000437935.1	WP_000437935.1	EW036_RS08000	yfcD	NUDIX hydrolase YfcD	0.0004998375	yfcD — NUDIX hydrolase YfcD	search FASTA description + reference GFF	29.1011461379768
PROT:WP_000438245.1	WP_000438245.1	EW036_RS03025	mlaF	phospholipid ABC transporter ATP-binding protein MlaF	0.0004998375	mlaF — phospholipid ABC transporter ATP-binding protein MlaF	search FASTA description + reference GFF	28.71471817184858
PROT:WP_000438582.1	WP_000438582.1	EW036_RS21915	uxuA	mannonate dehydratase	0.0004998375	uxuA — mannonate dehydratase	search FASTA description + reference GFF	31.50889326149889
PROT:WP_000438655.1	WP_000438655.1	EW036_RS03960		FadR/GntR family transcriptional regulator	0.0004998375	EW036_RS03960 — FadR/GntR family transcriptional regulator	search FASTA description + reference GFF	27.394051172046648
PROT:WP_000438747.1	WP_000438747.1	EW036_RS24915	fadA	acetyl-CoA C-acyltransferase FadA	0.0004998375	fadA — acetyl-CoA C-acyltransferase FadA	search FASTA description + reference GFF	28.055217670262085
PROT:WP_000438947.1	WP_000438947.1	EW036_RS01195	tag	DNA-3-methyladenine glycosylase I	0.0004998375	tag — DNA-3-methyladenine glycosylase I	search FASTA description + reference GFF	24.594607512084483
PROT:WP_000439159.1	WP_000439159.1	EW036_RS01555	yhiN	NAD(P)/FAD-dependent oxidoreductase	0.00050063676	yhiN — NAD(P)/FAD-dependent oxidoreductase	search FASTA description + reference GFF	25.37422715346455
PROT:WP_000439331.1	WP_000439331.1	EW036_RS04020	yqhA	TIGR00645 family protein	0.0004998375	yqhA — TIGR00645 family protein	search FASTA description + reference GFF	24.763585206302132
PROT:WP_000439434.1	WP_000439434.1	EW036_RS26000	pemK-mt	type II toxin-antitoxin system toxin endoribonuclease PemK-mt	0.0004998375	pemK-mt — type II toxin-antitoxin system toxin endoribonuclease PemK-mt	search FASTA description + reference GFF	29.801518604869948
PROT:WP_000439857.1	WP_000439857.1	EW036_RS02080	aroB	3-dehydroquinate synthase	0.0004998375	aroB — 3-dehydroquinate synthase	search FASTA description + reference GFF	30.51738202412493
PROT:WP_000440185.1	WP_000440185.1	EW036_RS22510		PdxA family dehydrogenase	0.0004998375	EW036_RS22510 — PdxA family dehydrogenase	search FASTA description + reference GFF	28.48997716824825
PROT:WP_000440317.1	WP_000440317.1	EW036_RS02825	aaeR	HTH-type transcriptional activator AaeR	0.0004998375	aaeR — HTH-type transcriptional activator AaeR	search FASTA description + reference GFF	24.811915492756665
PROT:WP_000442882.1	WP_000442882.1	EW036_RS03800	ygiC	glutathionylspermidine synthase family protein	0.0004998375	ygiC — glutathionylspermidine synthase family protein	search FASTA description + reference GFF	29.83057042186153
PROT:WP_000443082.1	WP_000443082.1	EW036_RS11065	trpA	tryptophan synthase subunit alpha	0.0004998375	trpA — tryptophan synthase subunit alpha	search FASTA description + reference GFF	33.030244594901816
PROT:WP_000443542.1	WP_000443542.1	EW036_RS17440	hcxB	hydroxycarboxylate dehydrogenase HcXB	0.0004998375	hcxB — hydroxycarboxylate dehydrogenase HcXB	search FASTA description + reference GFF	30.14250901503264
PROT:WP_000443709.1	WP_000443709.1	EW036_RS07465	ligA	NAD-dependent DNA ligase LigA	0.0004998375	ligA — NAD-dependent DNA ligase LigA	search FASTA description + reference GFF	30.20720536339072
PROT:WP_000444305.1	WP_000444305.1	EW036_RS01935	malQ	4-alpha-glucanotransferase	0.0004998375	malQ — 4-alpha-glucanotransferase	search FASTA description + reference GFF	28.95684718966536
PROT:WP_000444487.1	WP_000444487.1	EW036_RS09640	icd	NADP-dependent isocitrate dehydrogenase	0.0004998375	icd — NADP-dependent isocitrate dehydrogenase	search FASTA description + reference GFF	34.31024255883404
PROT:WP_000444561.1	WP_000444561.1	EW036_RS24905	pepQ	Xaa-Pro dipeptidase	0.0004998375	pepQ — Xaa-Pro dipeptidase	search FASTA description + reference GFF	32.01634540715164
PROT:WP_000444744.1	WP_000444744.1	EW036_RS03825	cpdA	3',5'-cyclic-AMP phosphodiesterase	0.0004998375	cpdA — 3',5'-cyclic-AMP phosphodiesterase	search FASTA description + reference GFF	26.59244236382129
PROT:WP_000445240.1	WP_000445240.1	EW036_RS16650	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	0.0004998375	aroA — 3-phosphoshikimate 1-carboxyvinyltransferase	search FASTA description + reference GFF	29.552851228536703
PROT:WP_000445547.1	WP_000445547.1	EW036_RS08780	pqiB	intermembrane transport protein PqiB	0.0004998375	pqiB — intermembrane transport protein PqiB	search FASTA description + reference GFF	28.599705764030023
PROT:WP_000445640.1	WP_000445640.1	EW036_RS12480	slyA	transcriptional regulator SlyA	0.0004998375	slyA — transcriptional regulator SlyA	search FASTA description + reference GFF	29.502548562497356
PROT:WP_000447529.1	WP_000447529.1	EW036_RS02430	rplV	50S ribosomal protein L22	0.0004998375	rplV — 50S ribosomal protein L22	search FASTA description + reference GFF	34.61036258025629
PROT:WP_000448164.1	WP_000448164.1	EW036_RS01895	glpD	glycerol-3-phosphate dehydrogenase	0.0004998375	glpD — glycerol-3-phosphate dehydrogenase	search FASTA description + reference GFF	34.91357764960047
PROT:WP_000450118.1	WP_000450118.1	EW036_RS17245	deoR	DNA-binding transcriptional repressor DeoR	0.0004998375	deoR — DNA-binding transcriptional repressor DeoR	search FASTA description + reference GFF	26.12503020967643
PROT:WP_000450409.1	WP_000450409.1	EW036_RS15245	tmaR	DUF496 family protein	0.0004998375	tmaR — DUF496 family protein	search FASTA description + reference GFF	30.15190597924713
PROT:WP_000450473.1	WP_000450473.1	EW036_RS05810	sdaC	HAAAP family serine/threonine permease SdaC	0.0004998375	sdaC — HAAAP family serine/threonine permease SdaC	search FASTA description + reference GFF	26.707391679833787
PROT:WP_000451255.1	WP_000451255.1	EW036_RS02600	aroE	shikimate dehydrogenase	0.0004998375	aroE — shikimate dehydrogenase	search FASTA description + reference GFF	29.000840936154145
PROT:WP_000456450.1	WP_000456450.1	EW036_RS10435	prmC	peptide chain release factor N(5)-glutamine methyltransferase	0.0004998375	prmC — peptide chain release factor N(5)-glutamine methyltransferase	search FASTA description + reference GFF	24.80567069591875
PROT:WP_000456729.1	WP_000456729.1	EW036_RS13315	nudL	CoA pyrophosphatase	0.0004998375	nudL — CoA pyrophosphatase	search FASTA description + reference GFF	26.975519388851357
PROT:WP_000458841.1	WP_000458841.1	EW036_RS17080	hcp	hydroxylamine reductase	0.0004998375	hcp — hydroxylamine reductase	search FASTA description + reference GFF	31.332330501966737
PROT:WP_000459358.1	WP_000459358.1	EW036_RS12375	malY	bifunctional maltose regulon transcriptional repressor/cystathionine beta-lyase MalY	0.0004998375	malY — bifunctional maltose regulon transcriptional repressor/cystathionine beta-lyase MalY	search FASTA description + reference GFF	26.92021895825341
PROT:WP_000459601.1	WP_000459601.1	EW036_RS24945	tatB	Sec-independent protein translocase protein TatB	0.0004998375	tatB — Sec-independent protein translocase protein TatB	search FASTA description + reference GFF	27.83604447262288
PROT:WP_000460035.1	WP_000460035.1	EW036_RS06585	ffh	signal recognition particle protein	0.0004998375	ffh — signal recognition particle protein	search FASTA description + reference GFF	31.149985389067258
PROT:WP_000460357.1	WP_000460357.1	EW036_RS23050	hflX	ribosome rescue GTPase HflX	0.0004998375	hflX — ribosome rescue GTPase HflX	search FASTA description + reference GFF	29.742683112264626
PROT:WP_000461638.1	WP_000461638.1	EW036_RS08210	arnC	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	0.0004998375	arnC — undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	search FASTA description + reference GFF	28.06665602627009
PROT:WP_000462681.1	WP_000462681.1	EW036_RS08695	aspC	aspartate transaminase	0.0004998375	aspC — aspartate transaminase	search FASTA description + reference GFF	33.24381770433067
PROT:WP_000462776.1	WP_000462776.1	EW036_RS20995	ftsZ	cell division protein FtsZ	0.0004998375	ftsZ — cell division protein FtsZ	search FASTA description + reference GFF	33.51524549795486
PROT:WP_000462905.1	WP_000462905.1	EW036_RS02700	fis	DNA-binding transcriptional regulator Fis	0.0004998375	fis — DNA-binding transcriptional regulator Fis	search FASTA description + reference GFF	28.198724843813515
PROT:WP_000467098.1	WP_000467098.1	EW036_RS19040	ybaB	YbaB/EbfC family nucleoid-associated protein	0.0004998375	ybaB — YbaB/EbfC family nucleoid-associated protein	search FASTA description + reference GFF	31.257270332687188
PROT:WP_000467176.1	WP_000467176.1	EW036_RS19240	cyoB	cytochrome o ubiquinol oxidase subunit I	0.0004998375	cyoB — cytochrome o ubiquinol oxidase subunit I	search FASTA description + reference GFF	29.897396469352262
PROT:WP_000468182.1	WP_000468182.1	EW036_RS09290	rimJ	ribosomal protein S5-alanine N-acetyltransferase	0.0004998375	rimJ — ribosomal protein S5-alanine N-acetyltransferase	search FASTA description + reference GFF	26.68597217850285
PROT:WP_000468826.1	WP_000468826.1	EW036_RS00685	gltS	sodium/glutamate symporter	0.0004998375	gltS — sodium/glutamate symporter	search FASTA description + reference GFF	24.595356878302137
PROT:WP_000469031.1	WP_000469031.1	EW036_RS17485	ybhR	ABC transporter permease	0.0004998375	ybhR — ABC transporter permease	search FASTA description + reference GFF	29.82756036378239
PROT:WP_000469298.1	WP_000469298.1	EW036_RS26500		helix-turn-helix domain-containing protein	0.0004998375	EW036_RS26500 — helix-turn-helix domain-containing protein	search FASTA description + reference GFF	26.76241687403434
PROT:WP_000470587.1	WP_000470587.1	EW036_RS16105	pdeN	cyclic di-GMP phosphodiesterase	0.0004998375	pdeN — cyclic di-GMP phosphodiesterase	search FASTA description + reference GFF	23.00789739755883
PROT:WP_000470720.1	WP_000470720.1	EW036_RS25050		LysR substrate-binding domain-containing protein	0.0004998375	EW036_RS25050 — LysR substrate-binding domain-containing protein	search FASTA description + reference GFF	24.097537085045257
PROT:WP_000471866.1	WP_000471866.1	EW036_RS22665	mgtA	magnesium-translocating P-type ATPase	0.0004998375	mgtA — magnesium-translocating P-type ATPase	search FASTA description + reference GFF	27.635495536403354
PROT:WP_000473128.1	WP_000473128.1	EW036_RS11330	pspE	thiosulfate sulfurtransferase PspE	0.0004998375	pspE — thiosulfate sulfurtransferase PspE	search FASTA description + reference GFF	30.98179436668137
PROT:WP_000475726.1	WP_000475726.1	EW036_RS09465	ptsG	PTS glucose transporter subunit IIBC	0.0004998375	ptsG — PTS glucose transporter subunit IIBC	search FASTA description + reference GFF	31.424840725932576
PROT:WP_000476014.1	WP_000476014.1	EW036_RS15640	yegQ	tRNA 5-hydroxyuridine modification protein YegQ	0.0004998375	yegQ — tRNA 5-hydroxyuridine modification protein YegQ	search FASTA description + reference GFF	28.231277764841465
PROT:WP_000476093.1	WP_000476093.1	EW036_RS09630	nudJ	phosphatase NudJ	0.0004998375	nudJ — phosphatase NudJ	search FASTA description + reference GFF	28.529086883326546
